municipality_code,municipality_name,indicator_id,raw_value,source
0109,Santa Maria da Feira,acessos_internet_banda_larga,39.28,static
0109,Santa Maria da Feira,certificacao_energetica_cf,57.95454545,static
0109,Santa Maria da Feira,coeficiente_gini,41.6,static
0109,Santa Maria da Feira,consumo_energia_eletrica,1279,static
0109,Santa Maria da Feira,densidade_populacional,651.1,static
0109,Santa Maria da Feira,disparidade_ganho_mensal,7.6,static
0109,Santa Maria da Feira,duracao_pendulares,17.08,static
0109,Santa Maria da Feira,emissoes_gee_edificios,11.59,static
0109,Santa Maria da Feira,emissoes_gee_transportes,269.77,static
0109,Santa Maria da Feira,empresas_volume_negocios,307660.6,static
0109,Santa Maria da Feira,indice_envelhecimento_edificios,586.9,static
0109,Santa Maria da Feira,percentagem_poder_compra,1.17,static
0109,Santa Maria da Feira,prop_agregados_unipessoais,17.55,static
0109,Santa Maria da Feira,prop_alojamentos_arrendados,0.0547,static
0109,Santa Maria da Feira,prop_alojamentos_locais,0.75,static
0109,Santa Maria da Feira,prop_alojamentos_nao_classicos,0.08,static
0109,Santa Maria da Feira,prop_alojamentos_sobrelotados,12.4685830977065,static
0109,Santa Maria da Feira,prop_alojamentos_vagos,9.3,static
0109,Santa Maria da Feira,prop_ar_condicionado,15.12331134,static
0109,Santa Maria da Feira,prop_edificios_fora_urbano,1.9,static
0109,Santa Maria da Feira,prop_ensino_secundario,39.45,static
0109,Santa Maria da Feira,prop_habitacao_social,1.284644134,static
0109,Santa Maria da Feira,prop_mais_20min_escola,76.1,static
0109,Santa Maria da Feira,prop_mais_30min_hospital,0,static
0109,Santa Maria da Feira,prop_modo_pedonal,9.5,static
0109,Santa Maria da Feira,prop_nacionalidade_estrangeira,0.033,static
0109,Santa Maria da Feira,prop_necessidade_reparacao,15.74,static
0109,Santa Maria da Feira,prop_pop_65_mais,20.95,static
0109,Santa Maria da Feira,prop_reabilitacao_edificado,0,static
0109,Santa Maria da Feira,prop_risco_pobreza,19.89283019,static
0109,Santa Maria da Feira,prop_sem_aquecimento,28.72,static
